"N","m","q","k","r","beta","o0","o1","mu","bar_y","c","M_E","M_B_sup","M_C_sup","M_pool_threat","M_exists_TY","M_value_TY","M_class_TY","U_D","U_P","U_delta","U_S_mu","U_K_low","U_K_pool","U_K","U_TY_limit","U_exists_TY","U_eta_upper","checked_on","source"
3,2,2,1,0,0.5,0.2,0.9,0.9,0.9,0.25,0.75,0.305,0.1,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.25,0.1,0.06,-0.1,0.06,0.075,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.2,0.9,0.9,0.9,0.166666666666667,0.666666666666667,0.213333333333333,-0.0666666666666667,FALSE,TRUE,0.666666666666667,"exclusion",0.8,0.1,0.333333333333333,0.1,0.0533333333333333,-0.166666666666667,0.0533333333333333,0.0666666666666667,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.2,0.9,0.9,0.9,0.125,0.75,0.18,-0.025,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.375,0.1,0.05,-0.2,0.05,0.0625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.2,0.9,0.9,0.9,0.1,0.7,0.15,-0.1,FALSE,TRUE,0.7,"exclusion",0.8,0.1,0.4,0.1,0.048,-0.22,0.048,0.06,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.2,0.9,0.9,0.9,0.0833333333333333,0.75,0.138333333333333,-0.0666666666666667,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.416666666666667,0.1,0.0466666666666667,-0.233333333333333,0.0466666666666667,0.0583333333333333,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.2,0.9,0.9,0.9,0.0714285714285714,0.714285714285714,0.122857142857143,-0.114285714285714,FALSE,TRUE,0.714285714285714,"exclusion",0.8,0.1,0.428571428571429,0.1,0.0457142857142857,-0.242857142857143,0.0457142857142857,0.0571428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.2,0.9,0.9,0.9,0.0625,0.75,0.1175,-0.0875,FALSE,TRUE,0.75,"exclusion",0.8,0.1,0.4375,0.1,0.045,-0.25,0.045,0.05625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.2,0.9,0.9,0.9,0.0555555555555556,0.722222222222222,0.107777777777778,-0.122222222222222,FALSE,TRUE,0.722222222222222,"exclusion",0.8,0.1,0.444444444444444,0.1,0.0444444444444444,-0.255555555555556,0.0444444444444444,0.0555555555555555,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.2,0.9,0.9,0.9,0.45,0.55,0.485,0.1,FALSE,TRUE,0.55,"exclusion",0.8,0.1,0.45,0.1,0.044,-0.26,0.044,0.055,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.2,0.9,0.9,0.9,0.3,0.4,0.32,-0.2,FALSE,TRUE,0.4,"exclusion",0.8,0.1,0.6,0.1,0.032,-0.38,0.032,0.04,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.2,0.9,0.9,0.9,0.225,0.55,0.26,-0.125,FALSE,TRUE,0.55,"exclusion",0.8,0.1,0.675,0.1,0.026,-0.44,0.026,0.0325,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.2,0.9,0.9,0.9,0.18,0.46,0.206,-0.26,FALSE,TRUE,0.46,"exclusion",0.8,0.1,0.72,0.1,0.0224,-0.476,0.0224,0.028,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.2,0.9,0.9,0.9,0.15,0.55,0.185,-0.2,FALSE,TRUE,0.55,"exclusion",0.8,0.1,0.75,0.1,0.02,-0.5,0.02,0.025,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.2,0.9,0.9,0.9,0.128571428571429,0.485714285714286,0.157142857142857,-0.285714285714286,FALSE,TRUE,0.485714285714286,"exclusion",0.8,0.1,0.771428571428571,0.1,0.0182857142857143,-0.517142857142857,0.0182857142857143,0.0228571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.2,0.9,0.9,0.9,0.1125,0.55,0.1475,-0.2375,FALSE,TRUE,0.55,"exclusion",0.8,0.1,0.7875,0.1,0.017,-0.53,0.017,0.02125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.2,0.9,0.9,0.9,0.1,0.5,0.13,-0.3,FALSE,TRUE,0.5,"exclusion",0.8,0.1,0.8,0.1,0.016,-0.54,0.016,0.02,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.5,0.9,0.9,0.9,0.1,0.9,0.14,0.1,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.1,0.1,0.045,0.05,0.045,0.09,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.5,0.9,0.9,0.9,0.0666666666666667,0.866666666666667,0.103333333333333,0.0333333333333333,FALSE,TRUE,0.866666666666667,"exclusion",0.5,0.1,0.133333333333333,0.1,0.0433333333333333,0.0333333333333333,0.0433333333333333,0.0866666666666666,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.5,0.9,0.9,0.9,0.05,0.9,0.09,0.05,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.15,0.1,0.0425,0.025,0.0425,0.085,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.5,0.9,0.9,0.9,0.04,0.88,0.078,0.02,FALSE,TRUE,0.88,"exclusion",0.5,0.1,0.16,0.1,0.042,0.02,0.042,0.084,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.5,0.9,0.9,0.9,0.0333333333333333,0.9,0.0733333333333333,0.0333333333333333,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.166666666666667,0.1,0.0416666666666667,0.0166666666666666,0.0416666666666667,0.0833333333333333,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.5,0.9,0.9,0.9,0.0285714285714286,0.885714285714286,0.0671428571428571,0.0142857142857143,FALSE,TRUE,0.885714285714286,"exclusion",0.5,0.1,0.171428571428571,0.1,0.0414285714285714,0.0142857142857142,0.0414285714285714,0.0828571428571428,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.5,0.9,0.9,0.9,0.025,0.9,0.065,0.025,FALSE,TRUE,0.9,"exclusion",0.5,0.1,0.175,0.1,0.04125,0.0125,0.04125,0.0825,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.5,0.9,0.9,0.9,0.0222222222222222,0.888888888888889,0.0611111111111111,0.0111111111111111,FALSE,TRUE,0.888888888888889,"exclusion",0.5,0.1,0.177777777777778,0.1,0.0411111111111111,0.0111111111111111,0.0411111111111111,0.0822222222222222,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.5,0.9,0.9,0.9,0.25,0.75,0.275,0.1,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.25,0.1,0.0375,-0.025,0.0375,0.075,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.5,0.9,0.9,0.9,0.166666666666667,0.666666666666667,0.183333333333333,-0.0666666666666667,FALSE,TRUE,0.666666666666667,"exclusion",0.5,0.1,0.333333333333333,0.1,0.0333333333333333,-0.0666666666666667,0.0333333333333333,0.0666666666666667,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.5,0.9,0.9,0.9,0.125,0.75,0.15,-0.025,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.375,0.1,0.03125,-0.0875,0.03125,0.0625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.5,0.9,0.9,0.9,0.1,0.7,0.12,-0.1,FALSE,TRUE,0.7,"exclusion",0.5,0.1,0.4,0.1,0.03,-0.1,0.03,0.06,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.5,0.9,0.9,0.9,0.0833333333333333,0.75,0.108333333333333,-0.0666666666666667,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.416666666666667,0.1,0.0291666666666667,-0.108333333333333,0.0291666666666667,0.0583333333333333,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.5,0.9,0.9,0.9,0.0714285714285714,0.714285714285714,0.0928571428571428,-0.114285714285714,FALSE,TRUE,0.714285714285714,"exclusion",0.5,0.1,0.428571428571429,0.1,0.0285714285714286,-0.114285714285714,0.0285714285714286,0.0571428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.5,0.9,0.9,0.9,0.0625,0.75,0.0875,-0.0875,FALSE,TRUE,0.75,"exclusion",0.5,0.1,0.4375,0.1,0.028125,-0.11875,0.028125,0.05625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.5,0.9,0.9,0.9,0.0555555555555556,0.722222222222222,0.0777777777777778,-0.122222222222222,FALSE,TRUE,0.722222222222222,"exclusion",0.5,0.1,0.444444444444444,0.1,0.0277777777777778,-0.122222222222222,0.0277777777777778,0.0555555555555555,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.5,0.9,0.9,0.9,0.45,0.55,0.455,0.1,FALSE,TRUE,0.55,"exclusion",0.5,0.1,0.45,0.1,0.0275,-0.125,0.0275,0.055,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.5,0.9,0.9,0.9,0.3,0.4,0.29,-0.2,FALSE,TRUE,0.4,"exclusion",0.5,0.1,0.6,0.1,0.02,-0.2,0.02,0.04,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.5,0.9,0.9,0.9,0.225,0.55,0.23,-0.125,FALSE,TRUE,0.55,"exclusion",0.5,0.1,0.675,0.1,0.01625,-0.2375,0.01625,0.0325,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.5,0.9,0.9,0.9,0.18,0.46,0.176,-0.26,FALSE,TRUE,0.46,"exclusion",0.5,0.1,0.72,0.1,0.014,-0.26,0.014,0.028,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.5,0.9,0.9,0.9,0.15,0.55,0.155,-0.2,FALSE,TRUE,0.55,"exclusion",0.5,0.1,0.75,0.1,0.0125,-0.275,0.0125,0.025,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.5,0.9,0.9,0.9,0.128571428571429,0.485714285714286,0.127142857142857,-0.285714285714286,FALSE,TRUE,0.485714285714286,"exclusion",0.5,0.1,0.771428571428571,0.1,0.0114285714285714,-0.285714285714286,0.0114285714285714,0.0228571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.5,0.9,0.9,0.9,0.1125,0.55,0.1175,-0.2375,FALSE,TRUE,0.55,"exclusion",0.5,0.1,0.7875,0.1,0.010625,-0.29375,0.010625,0.02125,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.5,0.9,0.9,0.9,0.1,0.5,0.1,-0.3,FALSE,TRUE,0.5,"exclusion",0.5,0.1,0.8,0.1,0.01,-0.3,0.01,0.02,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.05,0.3,0.1,0.35,0.1,0.9,0.865,0.7,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.1,0.855,0.7695,0.605,0.7695,0.6145,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.05,0.3,0.1,0.35,0.0666666666666667,0.866666666666667,0.801666666666667,0.633333333333333,TRUE,TRUE,0.866666666666667,"exclusion",0.95,0.7,0.133333333333333,0.855,0.741,0.573333333333333,0.741,0.586,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.05,0.3,0.1,0.35,0.05,0.9,0.815,0.65,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.15,0.855,0.72675,0.5575,0.72675,0.57175,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.05,0.3,0.1,0.35,0.04,0.88,0.787,0.62,TRUE,TRUE,0.88,"exclusion",0.95,0.7,0.16,0.855,0.7182,0.548,0.7182,0.5632,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.05,0.3,0.1,0.35,0.0333333333333333,0.9,0.798333333333333,0.633333333333333,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.166666666666667,0.855,0.7125,0.541666666666667,0.7125,0.5575,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.05,0.3,0.1,0.35,0.0285714285714286,0.885714285714286,0.780714285714286,0.614285714285714,TRUE,TRUE,0.885714285714286,"exclusion",0.95,0.7,0.171428571428571,0.855,0.708428571428571,0.537142857142857,0.708428571428571,0.553428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.05,0.3,0.1,0.35,0.025,0.9,0.79,0.625,TRUE,TRUE,0.9,"exclusion",0.95,0.7,0.175,0.855,0.705375,0.53375,0.705375,0.550375,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.05,0.3,0.1,0.35,0.0222222222222222,0.888888888888889,0.777222222222222,0.611111111111111,TRUE,TRUE,0.888888888888889,"exclusion",0.95,0.7,0.177777777777778,0.855,0.703,0.531111111111111,0.703,0.548,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.05,0.3,0.1,0.35,0.25,0.75,0.88,0.7,TRUE,TRUE,0.88,"low_only",0.95,0.7,0.25,0.855,0.64125,0.4625,0.64125,0.48625,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.05,0.3,0.1,0.35,0.166666666666667,0.666666666666667,0.721666666666667,0.533333333333333,TRUE,FALSE,NA,"empty",0.95,0.7,0.333333333333333,0.855,0.57,0.383333333333333,0.57,0.415,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.05,0.3,0.1,0.35,0.125,0.75,0.755,0.575,TRUE,FALSE,NA,"empty",0.95,0.7,0.375,0.855,0.534375,0.34375,0.534375,0.379375,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.05,0.3,0.1,0.35,0.1,0.7,0.685,0.5,TRUE,TRUE,0.7,"exclusion",0.95,0.7,0.4,0.855,0.513,0.32,0.513,0.358,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.05,0.3,0.1,0.35,0.0833333333333333,0.75,0.713333333333333,0.533333333333333,TRUE,TRUE,0.75,"exclusion",0.95,0.7,0.416666666666667,0.855,0.49875,0.304166666666667,0.49875,0.34375,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.05,0.3,0.1,0.35,0.0714285714285714,0.714285714285714,0.669285714285714,0.485714285714286,TRUE,TRUE,0.714285714285714,"exclusion",0.95,0.7,0.428571428571429,0.855,0.488571428571428,0.292857142857143,0.488571428571428,0.333571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.05,0.3,0.1,0.35,0.0625,0.75,0.6925,0.5125,TRUE,TRUE,0.75,"exclusion",0.95,0.7,0.4375,0.855,0.4809375,0.284375,0.4809375,0.3259375,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.05,0.3,0.1,0.35,0.0555555555555556,0.722222222222222,0.660555555555556,0.477777777777778,TRUE,TRUE,0.722222222222222,"exclusion",0.95,0.7,0.444444444444444,0.855,0.475,0.277777777777778,0.475,0.32,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.05,0.3,0.1,0.35,0.45,0.55,0.9,0.7,TRUE,TRUE,0.9,"low_only",0.95,0.7,0.45,0.855,0.47025,0.2725,0.47025,0.31525,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.05,0.3,0.1,0.35,0.3,0.4,0.615,0.4,TRUE,FALSE,NA,"empty",0.95,0.7,0.6,0.855,0.342,0.13,0.342,0.187,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.05,0.3,0.1,0.35,0.225,0.55,0.675,0.475,TRUE,FALSE,NA,"empty",0.95,0.7,0.675,0.855,0.277875,0.05875,0.277875,0.122875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.05,0.3,0.1,0.35,0.18,0.46,0.549,0.34,TRUE,FALSE,NA,"empty",0.95,0.7,0.72,0.855,0.2394,0.016,0.2394,0.0844,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.05,0.3,0.1,0.35,0.15,0.55,0.6,0.4,TRUE,FALSE,NA,"empty",0.95,0.7,0.75,0.855,0.21375,-0.0125,0.21375,0.05875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.05,0.3,0.1,0.35,0.128571428571429,0.485714285714286,0.520714285714286,0.314285714285714,TRUE,FALSE,NA,"empty",0.95,0.7,0.771428571428571,0.855,0.195428571428571,-0.0328571428571429,0.195428571428571,0.0404285714285714,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.05,0.3,0.1,0.35,0.1125,0.55,0.5625,0.3625,TRUE,FALSE,NA,"empty",0.95,0.7,0.7875,0.855,0.1816875,-0.048125,0.1816875,0.0266875,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.05,0.3,0.1,0.35,0.1,0.5,0.505,0.3,TRUE,FALSE,NA,"empty",0.95,0.7,0.8,0.855,0.171,-0.06,0.171,0.0159999999999999,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.2,0.3,0.1,0.35,0.1,0.9,0.73,0.7,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.1,0.72,0.648,0.62,0.648,0.628,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.2,0.3,0.1,0.35,0.0666666666666667,0.866666666666667,0.666666666666667,0.633333333333333,TRUE,TRUE,0.866666666666667,"exclusion",0.8,0.7,0.133333333333333,0.72,0.624,0.593333333333333,0.624,0.604,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.2,0.3,0.1,0.35,0.05,0.9,0.68,0.65,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.15,0.72,0.612,0.58,0.612,0.592,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.2,0.3,0.1,0.35,0.04,0.88,0.652,0.62,TRUE,TRUE,0.88,"exclusion",0.8,0.7,0.16,0.72,0.6048,0.572,0.6048,0.5848,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.2,0.2,0.3,0.1,0.35,0.0333333333333333,0.9,0.663333333333333,0.633333333333333,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.166666666666667,0.72,0.6,0.566666666666667,0.6,0.58,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.2,0.2,0.3,0.1,0.35,0.0285714285714286,0.885714285714286,0.645714285714286,0.614285714285714,TRUE,TRUE,0.885714285714286,"exclusion",0.8,0.7,0.171428571428571,0.72,0.596571428571429,0.562857142857143,0.596571428571429,0.576571428571429,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.2,0.2,0.3,0.1,0.35,0.025,0.9,0.655,0.625,TRUE,TRUE,0.9,"exclusion",0.8,0.7,0.175,0.72,0.594,0.56,0.594,0.574,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.2,0.2,0.3,0.1,0.35,0.0222222222222222,0.888888888888889,0.642222222222222,0.611111111111111,TRUE,TRUE,0.888888888888889,"exclusion",0.8,0.7,0.177777777777778,0.72,0.592,0.557777777777778,0.592,0.572,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.5,0.2,0.3,0.1,0.35,0.25,0.75,0.745,0.7,TRUE,TRUE,0.75,"exclusion",0.8,0.7,0.25,0.72,0.54,0.5,0.54,0.52,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.5,0.2,0.3,0.1,0.35,0.166666666666667,0.666666666666667,0.586666666666667,0.533333333333333,TRUE,TRUE,0.666666666666667,"exclusion",0.8,0.7,0.333333333333333,0.72,0.48,0.433333333333333,0.48,0.46,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.5,0.2,0.3,0.1,0.35,0.125,0.75,0.62,0.575,TRUE,TRUE,0.75,"exclusion",0.8,0.7,0.375,0.72,0.45,0.4,0.45,0.43,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.5,0.2,0.3,0.1,0.35,0.1,0.7,0.55,0.5,TRUE,TRUE,0.7,"exclusion",0.8,0.7,0.4,0.72,0.432,0.38,0.432,0.412,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.5,0.2,0.3,0.1,0.35,0.0833333333333333,0.75,0.578333333333333,0.533333333333333,TRUE,TRUE,0.75,"exclusion",0.8,0.7,0.416666666666667,0.72,0.42,0.366666666666667,0.42,0.4,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.5,0.2,0.3,0.1,0.35,0.0714285714285714,0.714285714285714,0.534285714285714,0.485714285714286,TRUE,TRUE,0.714285714285714,"exclusion",0.8,0.7,0.428571428571429,0.72,0.411428571428571,0.357142857142857,0.411428571428571,0.391428571428571,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.5,0.2,0.3,0.1,0.35,0.0625,0.75,0.5575,0.5125,TRUE,TRUE,0.75,"exclusion",0.8,0.7,0.4375,0.72,0.405,0.35,0.405,0.385,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.5,0.2,0.3,0.1,0.35,0.0555555555555556,0.722222222222222,0.525555555555556,0.477777777777778,TRUE,TRUE,0.722222222222222,"exclusion",0.8,0.7,0.444444444444444,0.72,0.4,0.344444444444444,0.4,0.38,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.9,0.2,0.3,0.1,0.35,0.45,0.55,0.765,0.7,TRUE,TRUE,0.765,"low_only",0.8,0.7,0.45,0.72,0.396,0.34,0.396,0.376,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.9,0.2,0.3,0.1,0.35,0.3,0.4,0.48,0.4,TRUE,FALSE,NA,"empty",0.8,0.7,0.6,0.72,0.288,0.22,0.288,0.268,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.9,0.2,0.3,0.1,0.35,0.225,0.55,0.54,0.475,TRUE,TRUE,0.55,"exclusion",0.8,0.7,0.675,0.72,0.234,0.16,0.234,0.214,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.9,0.2,0.3,0.1,0.35,0.18,0.46,0.414,0.34,TRUE,TRUE,0.46,"exclusion",0.8,0.7,0.72,0.72,0.2016,0.124,0.2016,0.1816,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
7,6,4,3,2,0.9,0.2,0.3,0.1,0.35,0.15,0.55,0.465,0.4,TRUE,TRUE,0.55,"exclusion",0.8,0.7,0.75,0.72,0.18,0.0999999999999999,0.18,0.16,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
8,7,5,4,3,0.9,0.2,0.3,0.1,0.35,0.128571428571429,0.485714285714286,0.385714285714286,0.314285714285714,TRUE,TRUE,0.485714285714286,"exclusion",0.8,0.7,0.771428571428571,0.72,0.164571428571429,0.0828571428571427,0.164571428571429,0.144571428571428,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
9,8,5,4,3,0.9,0.2,0.3,0.1,0.35,0.1125,0.55,0.4275,0.3625,TRUE,TRUE,0.55,"exclusion",0.8,0.7,0.7875,0.72,0.153,0.07,0.153,0.133,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
10,9,6,5,4,0.9,0.2,0.3,0.1,0.35,0.1,0.5,0.37,0.3,TRUE,TRUE,0.5,"exclusion",0.8,0.7,0.8,0.72,0.144,0.0599999999999998,0.144,0.124,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
3,2,2,1,0,0.2,0.05,0.6,0.1,0.65,0.1,0.9,0.865,0.4,TRUE,TRUE,0.9,"exclusion",0.95,0.4,0.1,0.855,0.7695,0.305,0.7695,0.3145,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
4,3,3,2,1,0.2,0.05,0.6,0.1,0.65,0.0666666666666667,0.866666666666667,0.801666666666667,0.333333333333333,TRUE,TRUE,0.866666666666667,"exclusion",0.95,0.4,0.133333333333333,0.855,0.741,0.273333333333333,0.741,0.286,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
5,4,3,2,1,0.2,0.05,0.6,0.1,0.65,0.05,0.9,0.815,0.35,TRUE,TRUE,0.9,"exclusion",0.95,0.4,0.15,0.855,0.72675,0.2575,0.72675,0.27175,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
6,5,4,3,2,0.2,0.05,0.6,0.1,0.65,0.04,0.88,0.787,0.32,TRUE,TRUE,0.88,"exclusion",0.95,0.4,0.16,0.855,0.7182,0.248,0.7182,0.2632,FALSE,0,"2026-08-04","Goal 3 PBE-UD analytical rederivation"
